config,workload,total_energy,nrh,baseline_energy,ramulator.hydra_baseline_energy,normalized_energy
Graphene,grep_map0,5361120.0988125,250,5360501.4316875,5360501.4316875,1.0001154121741938
Graphene,grep_map0,5360501.4316875,500,5360501.4316875,5360501.4316875,1.0
Graphene,grep_map0,5360501.4316875,1000,5360501.4316875,5360501.4316875,1.0
Hydra,grep_map0,5375809.862625,125,5360501.4316875,5360501.4316875,1.0028557833875404
Hydra,grep_map0,5371174.795687499,250,5360501.4316875,5360501.4316875,1.0019911129837418
Hydra,grep_map0,5365502.380125,500,5360501.4316875,5360501.4316875,1.0009329254923687
Hydra,grep_map0,5360501.4316875,1000,5360501.4316875,5360501.4316875,1.0
PARA,grep_map0,5517477.328500001,125,5360501.4316875,5360501.4316875,1.0292838083923586
PARA,grep_map0,5417895.131999999,250,5360501.4316875,5360501.4316875,1.010706778282574
PARA,grep_map0,5385513.348187499,500,5360501.4316875,5360501.4316875,1.0046659658277761
PARA,grep_map0,5372591.069812499,1000,5360501.4316875,5360501.4316875,1.002255318514334
ABACuS,grep_map0,5363143.345875,125,5360501.4316875,5360501.4316875,1.0004928483316657
ABACuS,grep_map0,5361546.294749999,250,5360501.4316875,5360501.4316875,1.0001949189037285
ABACuS,grep_map0,5360348.0191875,500,5360501.4316875,5360501.4316875,0.9999713809422578
ABACuS,grep_map0,5360501.4316875,1000,5360501.4316875,5360501.4316875,1.0
Baseline,437.leslie3d,9329991.4359375,,9329991.4359375,9329991.4359375,1.0
Hydra-Baseline,437.leslie3d,9329991.4359375,,9329991.4359375,9329991.4359375,1.0
REGA,437.leslie3d,27984689.969437495,125,9329991.4359375,9329991.4359375,2.999433618089439
REGA,437.leslie3d,15303607.3366875,250,9329991.4359375,9329991.4359375,1.6402595266851665
REGA,437.leslie3d,11233459.217999998,500,9329991.4359375,9329991.4359375,1.2040160267168813
REGA,437.leslie3d,9889312.2009375,1000,9329991.4359375,9329991.4359375,1.0599486900754909
Graphene,437.leslie3d,9584864.91525,125,9329991.4359375,9329991.4359375,1.0273176541546192
Graphene,437.leslie3d,9444593.046562502,250,9329991.4359375,9329991.4359375,1.0122831421027438
Graphene,437.leslie3d,9362585.3353125,500,9329991.4359375,9329991.4359375,1.0034934543722576
Graphene,437.leslie3d,9333812.040375,1000,9329991.4359375,9329991.4359375,1.0004094971001565
Hydra,437.leslie3d,10107383.603625,125,9329991.4359375,9329991.4359375,1.0833218522251928
Hydra,437.leslie3d,9779337.230625002,250,9329991.4359375,9329991.4359375,1.0481614369930394
Hydra,437.leslie3d,9651471.05625,500,9329991.4359375,9329991.4359375,1.034456582572436
Hydra,437.leslie3d,9506103.055125,1000,9329991.4359375,9329991.4359375,1.0188758607547215
PARA,437.leslie3d,17005395.596812498,125,9329991.4359375,9329991.4359375,1.8226592932669456
PARA,437.leslie3d,12234091.5661875,250,9329991.4359375,9329991.4359375,1.3112650370785885
PARA,437.leslie3d,10646050.751062497,500,9329991.4359375,9329991.4359375,1.1410568620733956
PARA,437.leslie3d,9962692.017749999,1000,9329991.4359375,9329991.4359375,1.0678136294290097
ABACuS,437.leslie3d,9448080.164625,125,9329991.4359375,9329991.4359375,1.0126568957215376
ABACuS,437.leslie3d,9381815.7223125,250,9329991.4359375,9329991.4359375,1.0055545909908752
ABACuS,437.leslie3d,9353600.8381875,500,9329991.4359375,9329991.4359375,1.0025304848790173
ABACuS,437.leslie3d,9340222.5855,1000,9329991.4359375,9329991.4359375,1.001096587240487
Baseline,429.mcf,25673839.794000003,,25673839.794000003,25673839.794000003,1.0
Hydra-Baseline,429.mcf,25673839.794000003,,25673839.794000003,25673839.794000003,1.0
REGA,429.mcf,110623098.2446875,125,25673839.794000003,25673839.794000003,4.30878665335211
REGA,429.mcf,53892231.116625,250,25673839.794000003,25673839.794000003,2.0991106725383424
REGA,429.mcf,34873332.684187494,500,25673839.794000003,25673839.794000003,1.3583216598686347
REGA,429.mcf,28115664.159,1000,25673839.794000003,25673839.794000003,1.095109433750173
Graphene,429.mcf,26820918.242812496,125,25673839.794000003,25673839.794000003,1.044678881617099
Graphene,429.mcf,26248234.9430625,250,25673839.794000003,25673839.794000003,1.0223727792052646
Graphene,429.mcf,25956210.384375,500,25673839.794000003,25673839.794000003,1.0109983778289753
Graphene,429.mcf,25807440.6045,1000,25673839.794000003,25673839.794000003,1.0052037720719602
Hydra,429.mcf,41365951.77225,125,25673839.794000003,25673839.794000003,1.6112101697353916
Hydra,429.mcf,33083187.657937497,250,25673839.794000003,25673839.794000003,1.2885952363724364
Hydra,429.mcf,27310565.711625,500,25673839.794000003,25673839.794000003,1.0637507256708636
Hydra,429.mcf,26083717.393499997,1000,25673839.794000003,25673839.794000003,1.015964795402197
PARA,429.mcf,54538384.4180625,125,25673839.794000003,25673839.794000003,2.1242784427909442
PARA,429.mcf,36694071.3515625,250,25673839.794000003,25673839.794000003,1.4292397103816912
PARA,429.mcf,30796141.70025,500,25673839.794000003,25673839.794000003,1.1995144453400806
PARA,429.mcf,28218249.145125,1000,25673839.794000003,25673839.794000003,1.0991051347028982
ABACuS,429.mcf,26963165.1369375,125,25673839.794000003,25673839.794000003,1.0502194199731203
ABACuS,429.mcf,26313847.466249995,250,25673839.794000003,25673839.794000003,1.0249283970526124
ABACuS,429.mcf,25990832.196374997,500,25673839.794000003,25673839.794000003,1.0123469027195953
ABACuS,429.mcf,25830230.3101875,1000,25673839.794000003,25673839.794000003,1.0060914346058998
Baseline,508.namd,2721740.2554375,,2721740.2554375,2721740.2554375,1.0
Hydra-Baseline,508.namd,2721740.2554375,,2721740.2554375,2721740.2554375,1.0
REGA,508.namd,3066876.4425,125,2721740.2554375,2721740.2554375,1.1268071728641211
REGA,508.namd,2826849.33825,250,2721740.2554375,2721740.2554375,1.0386183371475337
REGA,508.namd,2754986.9281875,500,2721740.2554375,2721740.2554375,1.0122152261530395
REGA,508.namd,2730800.4354374995,1000,2721740.2554375,2721740.2554375,1.0033288187518625
Graphene,508.namd,2721740.2554375,125,2721740.2554375,2721740.2554375,1.0
Graphene,508.namd,2721740.2554375,250,2721740.2554375,2721740.2554375,1.0
Graphene,508.namd,2721740.2554375,500,2721740.2554375,2721740.2554375,1.0
Graphene,508.namd,2721740.2554375,1000,2721740.2554375,2721740.2554375,1.0
Hydra,508.namd,2725475.7673125,125,2721740.2554375,2721740.2554375,1.0013724718468404
Hydra,508.namd,2721740.2554375,250,2721740.2554375,2721740.2554375,1.0
Hydra,508.namd,2721740.2554375,500,2721740.2554375,2721740.2554375,1.0
Hydra,508.namd,2721740.2554375,1000,2721740.2554375,2721740.2554375,1.0
PARA,508.namd,2774113.8194999998,125,2721740.2554375,2721740.2554375,1.0192426753279884
PARA,508.namd,2738666.1459374996,250,2721740.2554375,2721740.2554375,1.006218775089278
PARA,508.namd,2732688.1918124994,500,2721740.2554375,2721740.2554375,1.0040224030757996
PARA,508.namd,2727277.7249999996,1000,2721740.2554375,2721740.2554375,1.0020345327043743
ABACuS,508.namd,2722739.676,125,2721740.2554375,2721740.2554375,1.000367199096425
ABACuS,508.namd,2722646.0066249995,250,2721740.2554375,2721740.2554375,1.0003327838450748
ABACuS,508.namd,2721740.2554375,500,2721740.2554375,2721740.2554375,1.0
ABACuS,508.namd,2721740.2554375,1000,2721740.2554375,2721740.2554375,1.0
Baseline,jp2_encode,4949829.48975,,4949829.48975,4949829.48975,1.0
Hydra-Baseline,jp2_encode,4949829.48975,,4949829.48975,4949829.48975,1.0
REGA,jp2_encode,12111134.372812502,125,4949829.48975,4949829.48975,2.4467780956681393
REGA,jp2_encode,7197249.929437501,250,4949829.48975,4949829.48975,1.4540399713447527
REGA,jp2_encode,5671590.0465,500,4949829.48975,4949829.48975,1.1458152363115954
REGA,jp2_encode,5178566.88975,1000,4949829.48975,4949829.48975,1.0462111675712598
Graphene,jp2_encode,5033877.276749999,125,4949829.48975,4949829.48975,1.0169799358087068
Graphene,jp2_encode,4991671.74,250,4949829.48975,4949829.48975,1.0084532710342138
Graphene,jp2_encode,4962975.155437499,500,4949829.48975,4949829.48975,1.002655781520297
Graphene,jp2_encode,4954982.9634374995,1000,4949829.48975,4949829.48975,1.0010411416591565
Hydra,jp2_encode,5068063.7761875,125,4949829.48975,4949829.48975,1.0238865372397852
Hydra,jp2_encode,5016189.8334375,250,4949829.48975,4949829.48975,1.013406591848248
Hydra,jp2_encode,5004461.533124999,500,4949829.48975,4949829.48975,1.011037156630977
Hydra,jp2_encode,4978719.724125,1000,4949829.48975,4949829.48975,1.0058366120357933
PARA,jp2_encode,7745211.1661249995,125,4949829.48975,4949829.48975,1.5647430244139957
PARA,jp2_encode,5964155.18475,250,4949829.48975,4949829.48975,1.2049213406442472
PARA,jp2_encode,5391469.888125,500,4949829.48975,4949829.48975,1.089223355933682
PARA,jp2_encode,5156330.793,1000,4949829.48975,4949829.48975,1.0417188720697588
ABACuS,jp2_encode,4984648.4060625,125,4949829.48975,4949829.48975,1.007034366816999
ABACuS,jp2_encode,4968633.681187499,250,4949829.48975,4949829.48975,1.0037989574138744
ABACuS,jp2_encode,4959989.878875,500,4949829.48975,4949829.48975,1.0020526745711222
ABACuS,jp2_encode,4954410.5416875,1000,4949829.48975,4949829.48975,1.0009254969180224
Baseline,tpch6,2649714.9534375006,,2649714.9534375006,2649714.9534375006,1.0
Hydra-Baseline,tpch6,2649714.9534375006,,2649714.9534375006,2649714.9534375006,1.0
REGA,tpch6,3974760.1605,125,2649714.9534375006,2649714.9534375006,1.500070849260033
REGA,tpch6,3064832.93325,250,2649714.9534375006,2649714.9534375006,1.1566651459146435
REGA,tpch6,2781411.20025,500,2649714.9534375006,2649714.9534375006,1.0497020430977486
REGA,tpch6,2688423.7884374997,1000,2649714.9534375006,2649714.9534375006,1.014608678925928
Graphene,tpch6,2659560.8956875,125,2649714.9534375006,2649714.9534375006,1.0037158496000584
Graphene,tpch6,2654604.3288749997,250,2649714.9534375006,2649714.9534375006,1.001845245818293
Graphene,tpch6,2649714.9534375006,500,2649714.9534375006,2649714.9534375006,1.0
Graphene,tpch6,2649714.9534375006,1000,2649714.9534375006,2649714.9534375006,1.0
Hydra,tpch6,2701832.6705625,125,2649714.9534375006,2649714.9534375006,1.0196691787761498
Hydra,tpch6,2685958.5028125,250,2649714.9534375006,2649714.9534375006,1.0136782823858017
Hydra,tpch6,2661180.6455624998,500,2649714.9534375006,2649714.9534375006,1.0043271417214612
Hydra,tpch6,2649619.89375,1000,2649714.9534375006,2649714.9534375006,0.9999641245608787
PARA,tpch6,3105389.9533124994,125,2649714.9534375006,2649714.9534375006,1.1719713281928108
PARA,tpch6,2817350.288625,250,2649714.9534375006,2649714.9534375006,1.0632654221806102
PARA,tpch6,2725765.3914375,500,2649714.9534375006,2649714.9534375006,1.028701365745526
PARA,tpch6,2689951.5534375,1000,2649714.9534375006,2649714.9534375006,1.0151852560396355
ABACuS,tpch6,2661134.4815625,125,2649714.9534375006,2649714.9534375006,1.0043097194700827
ABACuS,tpch6,2653645.796625,250,2649714.9534375006,2649714.9534375006,1.001483496623816
ABACuS,tpch6,2651690.3958750004,500,2649714.9534375006,2649714.9534375006,1.0007455301691743
ABACuS,tpch6,2649503.415,1000,2649714.9534375006,2649714.9534375006,0.9999201655871601
Baseline,557.xz,3797727.5079375003,,3797727.5079375003,3797727.5079375003,1.0
Hydra-Baseline,557.xz,3797727.5079375003,,3797727.5079375003,3797727.5079375003,1.0
REGA,557.xz,7780059.089999999,125,3797727.5079375003,3797727.5079375003,2.0486090889194033
REGA,557.xz,5066400.306375001,250,3797727.5079375003,3797727.5079375003,1.3340610393415249
REGA,557.xz,4201020.80625,500,3797727.5079375003,3797727.5079375003,1.106193321524409
REGA,557.xz,3914690.6529375,1000,3797727.5079375003,3797727.5079375003,1.0307981930656
Graphene,557.xz,3813052.170375,125,3797727.5079375003,3797727.5079375003,1.0040352190633663
Graphene,557.xz,3799767.3095625006,250,3797727.5079375003,3797727.5079375003,1.0005371111067702
Graphene,557.xz,3798167.9848125,500,3797727.5079375003,3797727.5079375003,1.0001159843285437
Graphene,557.xz,3797727.5079375003,1000,3797727.5079375003,3797727.5079375003,1.0
Hydra,557.xz,4119808.4535,125,3797727.5079375003,3797727.5079375003,1.084808861322812
Hydra,557.xz,3898240.1731875,250,3797727.5079375003,3797727.5079375003,1.026466529007129
Hydra,557.xz,3820595.2708124993,500,3797727.5079375003,3797727.5079375003,1.0060214332985198
Hydra,557.xz,3802398.8223750005,1000,3797727.5079375003,3797727.5079375003,1.0012300288600846
PARA,557.xz,5203939.12425,125,3797727.5079375003,3797727.5079375003,1.3702771231936535
PARA,557.xz,4326127.0464375,250,3797727.5079375003,3797727.5079375003,1.1391357166609795
PARA,557.xz,4032236.8488749997,500,3797727.5079375003,3797727.5079375003,1.0617499124008658
PARA,557.xz,3912992.1961875004,1000,3797727.5079375003,3797727.5079375003,1.030350963308739
ABACuS,557.xz,3846962.4414375005,125,3797727.5079375003,3797727.5079375003,1.0129643144214786
ABACuS,557.xz,3817495.9666875005,250,3797727.5079375003,3797727.5079375003,1.0052053389056173
ABACuS,557.xz,3803924.2151250006,500,3797727.5079375003,3797727.5079375003,1.001631688206842
ABACuS,557.xz,3799258.8838124997,1000,3797727.5079375003,3797727.5079375003,1.0004032347954925
Baseline,481.wrf,2883325.2095625,,2883325.2095625,2883325.2095625,1.0
Hydra-Baseline,481.wrf,2883325.2095625,,2883325.2095625,2883325.2095625,1.0
REGA,481.wrf,2888653.3914375002,125,2883325.2095625,2883325.2095625,1.0018479295562392
REGA,481.wrf,2885170.7148749996,250,2883325.2095625,2883325.2095625,1.000640061449322
REGA,481.wrf,2883919.0145625,500,2883325.2095625,2883325.2095625,1.000205944510883
REGA,481.wrf,2883422.5595625,1000,2883325.2095625,2883325.2095625,1.0000337631009077
Graphene,481.wrf,2883325.2095625,125,2883325.2095625,2883325.2095625,1.0
Graphene,481.wrf,2883325.2095625,250,2883325.2095625,2883325.2095625,1.0
Graphene,481.wrf,2883325.2095625,500,2883325.2095625,2883325.2095625,1.0
Graphene,481.wrf,2883325.2095625,1000,2883325.2095625,2883325.2095625,1.0
Hydra,481.wrf,2883325.2095625,125,2883325.2095625,2883325.2095625,1.0
Hydra,481.wrf,2883325.2095625,250,2883325.2095625,2883325.2095625,1.0
Hydra,481.wrf,2883325.2095625,500,2883325.2095625,2883325.2095625,1.0
Hydra,481.wrf,2883325.2095625,1000,2883325.2095625,2883325.2095625,1.0
PARA,481.wrf,2884409.9998124996,125,2883325.2095625,2883325.2095625,1.000376228892392
PARA,481.wrf,2883915.308625,250,2883325.2095625,2883325.2095625,1.000204659211019
PARA,481.wrf,2883809.538,500,2883325.2095625,2883325.2095625,1.0001679756539061
PARA,481.wrf,2883705.5655,1000,2883325.2095625,2883325.2095625,1.0001319157257178
ABACuS,481.wrf,2883325.2095625,125,2883325.2095625,2883325.2095625,1.0
ABACuS,481.wrf,2883325.2095625,250,2883325.2095625,2883325.2095625,1.0
ABACuS,481.wrf,2883325.2095625,500,2883325.2095625,2883325.2095625,1.0
ABACuS,481.wrf,2883325.2095625,1000,2883325.2095625,2883325.2095625,1.0
Baseline,519.lbm,15654009.773437496,,15654009.773437496,15654009.773437496,1.0
Hydra-Baseline,519.lbm,15654009.773437496,,15654009.773437496,15654009.773437496,1.0
REGA,519.lbm,58942889.958000004,125,15654009.773437496,15654009.773437496,3.76535410486438
REGA,519.lbm,29723989.810687497,250,15654009.773437496,15654009.773437496,1.8988099688761306
REGA,519.lbm,20071812.541874997,500,15654009.773437496,15654009.773437496,1.2822154088554263
REGA,519.lbm,16897864.3434375,1000,15654009.773437496,15654009.773437496,1.0794591665651467
Graphene,519.lbm,16185534.379500002,125,15654009.773437496,15654009.773437496,1.0339545339344571
Graphene,519.lbm,15912330.923062501,250,15654009.773437496,15654009.773437496,1.0165019156985156
Graphene,519.lbm,15756668.039249998,500,15654009.773437496,15654009.773437496,1.0065579533485853
Graphene,519.lbm,15654009.773437496,1000,15654009.773437496,15654009.773437496,1.0
Hydra,519.lbm,16615971.5555625,125,15654009.773437496,15654009.773437496,1.0614514617051862
Hydra,519.lbm,16335977.690437501,250,15654009.773437496,15654009.773437496,1.0435650626817163
Hydra,519.lbm,16169098.646062499,500,15654009.773437496,15654009.773437496,1.0329045963353767
Hydra,519.lbm,16081946.160937503,1000,15654009.773437496,15654009.773437496,1.027337173905829
PARA,519.lbm,32198780.935124993,125,15654009.773437496,15654009.773437496,2.056903081136533
PARA,519.lbm,21846113.0025,250,15654009.773437496,15654009.773437496,1.395560199506811
PARA,519.lbm,18413962.0554375,500,15654009.773437496,15654009.773437496,1.176309605139204
PARA,519.lbm,16973385.0073125,1000,15654009.773437496,15654009.773437496,1.0842835320132345
ABACuS,519.lbm,16106570.5250625,125,15654009.773437496,15654009.773437496,1.0289102126659542
ABACuS,519.lbm,15871972.666499998,250,15654009.773437496,15654009.773437496,1.0139237739222797
ABACuS,519.lbm,15756443.9270625,500,15654009.773437496,15654009.773437496,1.0065436367491492
ABACuS,519.lbm,15699840.235312497,1000,15654009.773437496,15654009.773437496,1.002927713891732
Baseline,436.cactusADM,5268653.2363125,,5268653.2363125,5268653.2363125,1.0
Hydra-Baseline,436.cactusADM,5268653.2363125,,5268653.2363125,5268653.2363125,1.0
REGA,436.cactusADM,10951319.660625001,125,5268653.2363125,5268653.2363125,2.07858045869228
REGA,436.cactusADM,7062062.589937501,250,5268653.2363125,5268653.2363125,1.3403923684452228
REGA,436.cactusADM,5846037.0500625,500,5268653.2363125,5268653.2363125,1.109588501625153
REGA,436.cactusADM,5436304.0813125,1000,5268653.2363125,5268653.2363125,1.0318204363582937
Graphene,436.cactusADM,5340268.746,125,5268653.2363125,5268653.2363125,1.0135927544431873
Graphene,436.cactusADM,5303718.393,250,5268653.2363125,5268653.2363125,1.0066554307362314
Graphene,436.cactusADM,5276489.1129375,500,5268653.2363125,5268653.2363125,1.0014872636845775
Graphene,436.cactusADM,5271099.018,1000,5268653.2363125,5268653.2363125,1.0004642138280506
Hydra,436.cactusADM,5437199.266125,125,5268653.2363125,5268653.2363125,1.031990344069496
Hydra,436.cactusADM,5388500.3791875,250,5268653.2363125,5268653.2363125,1.0227472064490772
Hydra,436.cactusADM,5351630.480625001,500,5268653.2363125,5268653.2363125,1.015749232411161
Hydra,436.cactusADM,5293307.0716875,1000,5268653.2363125,5268653.2363125,1.004679342949557
PARA,436.cactusADM,7589382.525375001,125,5268653.2363125,5268653.2363125,1.440478654595755
PARA,436.cactusADM,6147105.241875001,250,5268653.2363125,5268653.2363125,1.1667317939066577
PARA,436.cactusADM,5660110.654125,500,5268653.2363125,5268653.2363125,1.0742993323444605
PARA,436.cactusADM,5460293.472,1000,5268653.2363125,5268653.2363125,1.0363736664934942
ABACuS,436.cactusADM,5320449.019875,125,5268653.2363125,5268653.2363125,1.0098309342519478
ABACuS,436.cactusADM,5294052.4363125,250,5268653.2363125,5268653.2363125,1.0048208145157371
ABACuS,436.cactusADM,5280562.098750001,500,5268653.2363125,5268653.2363125,1.0022603238253416
ABACuS,436.cactusADM,5272074.8626875,1000,5268653.2363125,5268653.2363125,1.000649430930739
Baseline,459.GemsFDTD,13089071.987249997,,13089071.987249997,13089071.987249997,1.0
Hydra-Baseline,459.GemsFDTD,13089071.987249997,,13089071.987249997,13089071.987249997,1.0
REGA,459.GemsFDTD,36074146.438125,125,13089071.987249997,13089071.987249997,2.7560507324938435
REGA,459.GemsFDTD,20344580.75925,250,13089071.987249997,13089071.987249997,1.5543180432552866
REGA,459.GemsFDTD,15349748.842124999,500,13089071.987249997,13089071.987249997,1.1727148308968822
REGA,459.GemsFDTD,13733437.12725,1000,13089071.987249997,13089071.987249997,1.0492292456354184
Graphene,459.GemsFDTD,13322246.004937496,125,13089071.987249997,13089071.987249997,1.0178144041009656
Graphene,459.GemsFDTD,13119031.7593125,250,13089071.987249997,13089071.987249997,1.0022889149125076
Graphene,459.GemsFDTD,13089071.987249997,500,13089071.987249997,13089071.987249997,1.0
Graphene,459.GemsFDTD,13089071.987249997,1000,13089071.987249997,13089071.987249997,1.0
Hydra,459.GemsFDTD,13965068.4508125,125,13089071.987249997,13089071.987249997,1.0669257885063057
Hydra,459.GemsFDTD,13827299.2224375,250,13089071.987249997,13089071.987249997,1.0564002731367514
Hydra,459.GemsFDTD,13524469.5935625,500,13089071.987249997,13089071.987249997,1.0332642074806084
Hydra,459.GemsFDTD,13217302.985625,1000,13089071.987249997,13089071.987249997,1.0097967983138845
PARA,459.GemsFDTD,22318925.159250002,125,13089071.987249997,13089071.987249997,1.705157186161919
PARA,459.GemsFDTD,16470132.844687497,250,13089071.987249997,13089071.987249997,1.2583117321633632
PARA,459.GemsFDTD,14579092.699312499,500,13089071.987249997,13089071.987249997,1.1138370018526849
PARA,459.GemsFDTD,13794659.652374998,1000,13089071.987249997,13089071.987249997,1.0539066227011595
ABACuS,459.GemsFDTD,13306411.131562497,125,13089071.987249997,13089071.987249997,1.0166046259447736
ABACuS,459.GemsFDTD,13184545.835062498,250,13089071.987249997,13089071.987249997,1.0072941647739047
ABACuS,459.GemsFDTD,13130934.262124998,500,13089071.987249997,13089071.987249997,1.0031982614898733
ABACuS,459.GemsFDTD,13089137.072249997,1000,13089071.987249997,13089071.987249997,1.0000049724686413
Baseline,525.x264,2936665.3451250005,,2936665.3451250005,2936665.3451250005,1.0
Hydra-Baseline,525.x264,2936665.3451250005,,2936665.3451250005,2936665.3451250005,1.0
REGA,525.x264,3265891.446,125,2936665.3451250005,2936665.3451250005,1.1121088248688364
REGA,525.x264,3039847.854375,250,2936665.3451250005,2936665.3451250005,1.0351359440466334
REGA,525.x264,2964553.8309375,500,2936665.3451250005,2936665.3451250005,1.0094966509748193
REGA,525.x264,2945910.4001250006,1000,2936665.3451250005,2936665.3451250005,1.0031481472736916
Graphene,525.x264,2933286.8025,125,2936665.3451250005,2936665.3451250005,0.9988495309380047
Graphene,525.x264,2936665.3451250005,250,2936665.3451250005,2936665.3451250005,1.0
Graphene,525.x264,2936665.3451250005,500,2936665.3451250005,2936665.3451250005,1.0
Graphene,525.x264,2936665.3451250005,1000,2936665.3451250005,2936665.3451250005,1.0
Hydra,525.x264,2948131.002,125,2936665.3451250005,2936665.3451250005,1.0039043117030795
Hydra,525.x264,2937100.0606875,250,2936665.3451250005,2936665.3451250005,1.0001480303376145
Hydra,525.x264,2936665.3451250005,500,2936665.3451250005,2936665.3451250005,1.0
Hydra,525.x264,2936665.3451250005,1000,2936665.3451250005,2936665.3451250005,1.0
PARA,525.x264,2997296.5486875004,125,2936665.3451250005,2936665.3451250005,1.0206462761114918
PARA,525.x264,2957527.4101875,250,2936665.3451250005,2936665.3451250005,1.0071039981103505
PARA,525.x264,2941476.3463125005,500,2936665.3451250005,2936665.3451250005,1.0016382531279864
PARA,525.x264,2942339.6536875,1000,2936665.3451250005,2936665.3451250005,1.0019322285298593
ABACuS,525.x264,2936704.8440625,125,2936665.3451250005,2936665.3451250005,1.0000134502685385
ABACuS,525.x264,2935256.1510000005,250,2936665.3451250005,2936665.3451250005,0.9995201379934764
ABACuS,525.x264,2934663.672,500,2936665.3451250005,2936665.3451250005,0.9993183856892909
ABACuS,525.x264,2936665.3451250005,1000,2936665.3451250005,2936665.3451250005,1.0
Baseline,gups,29475659.8381875,,29475659.8381875,29475659.8381875,1.0
Hydra-Baseline,gups,29475659.8381875,,29475659.8381875,29475659.8381875,1.0
REGA,gups,134649571.81256253,125,29475659.8381875,29475659.8381875,4.5681614101854935
REGA,gups,64976219.7418125,250,29475659.8381875,29475659.8381875,2.2044025510713716
REGA,gups,41206970.46506251,500,29475659.8381875,29475659.8381875,1.3979999325299712
REGA,gups,32455325.163187504,1000,29475659.8381875,29475659.8381875,1.1010890117933736
Graphene,gups,29475659.8381875,125,29475659.8381875,29475659.8381875,1.0
Graphene,gups,29475659.8381875,250,29475659.8381875,29475659.8381875,1.0
Graphene,gups,29475659.8381875,500,29475659.8381875,29475659.8381875,1.0
Graphene,gups,29475659.8381875,1000,29475659.8381875,29475659.8381875,1.0
Hydra,gups,57654962.65125,125,29475659.8381875,29475659.8381875,1.9560194061051859
Hydra,gups,50226288.9823125,250,29475659.8381875,29475659.8381875,1.7039920143616702
Hydra,gups,40749021.9279375,500,29475659.8381875,29475659.8381875,1.382463434292476
Hydra,gups,32589919.384874996,1000,29475659.8381875,29475659.8381875,1.105655295378758
PARA,gups,65511103.6831875,125,29475659.8381875,29475659.8381875,2.2225491827095216
PARA,gups,43364957.101875,250,29475659.8381875,29475659.8381875,1.471212428828924
PARA,gups,35996248.1675625,500,29475659.8381875,29475659.8381875,1.221219418502285
PARA,gups,32744263.615125,1000,29475659.8381875,29475659.8381875,1.1108916236271267
ABACuS,gups,38454536.770875,125,29475659.8381875,29475659.8381875,1.3046200486088804
ABACuS,gups,50427895.3785,250,29475659.8381875,29475659.8381875,1.7108317729046258
ABACuS,gups,53419883.8951875,500,29475659.8381875,29475659.8381875,1.8123388649633827
ABACuS,gups,59405921.572500005,1000,29475659.8381875,29475659.8381875,2.0154229590998347
Baseline,520.omnetpp,7852017.849,,7852017.849,7852017.849,1.0
Hydra-Baseline,520.omnetpp,7852017.849,,7852017.849,7852017.849,1.0
REGA,520.omnetpp,22041864.500437498,125,7852017.849,7852017.849,2.8071592454727616
REGA,520.omnetpp,12353454.320812501,250,7852017.849,7852017.849,1.5732840345473469
REGA,520.omnetpp,9271537.258875001,500,7852017.849,7852017.849,1.1807840273893142
REGA,520.omnetpp,8268662.1389999995,1000,7852017.849,7852017.849,1.0530620660844603
Graphene,520.omnetpp,7985857.56525,125,7852017.849,7852017.849,1.0170452638829706
Graphene,520.omnetpp,7877453.190374999,250,7852017.849,7852017.849,1.0032393382012292
Graphene,520.omnetpp,7852994.127374999,500,7852017.849,7852017.849,1.0001243347116338
Graphene,520.omnetpp,7851956.124,1000,7852017.849,7852017.849,0.999992138963361
Hydra,520.omnetpp,12137174.6619375,125,7852017.849,7852017.849,1.545739565974527
Hydra,520.omnetpp,9703701.724125,250,7852017.849,7852017.849,1.235822677779677
Hydra,520.omnetpp,8284422.782625,500,7852017.849,7852017.849,1.055069275432183
Hydra,520.omnetpp,7916794.258125,1000,7852017.849,7852017.849,1.0082496512833639
PARA,520.omnetpp,13240511.8854375,125,7852017.849,7852017.849,1.6862559586672048
PARA,520.omnetpp,9881512.593187502,250,7852017.849,7852017.849,1.2584679229232736
PARA,520.omnetpp,8760814.0126875,500,7852017.849,7852017.849,1.1157404607534407
PARA,520.omnetpp,8285119.961437499,1000,7852017.849,7852017.849,1.0551580651962804
ABACuS,520.omnetpp,8026583.971687499,125,7852017.849,7852017.849,1.0222320078793161
ABACuS,520.omnetpp,7933149.8161875,250,7852017.849,7852017.849,1.0103326264340868
ABACuS,520.omnetpp,7885613.028562501,500,7852017.849,7852017.849,1.0042785409061161
ABACuS,520.omnetpp,7856689.932187499,1000,7852017.849,7852017.849,1.0005950168832198
Baseline,482.sphinx3,9407553.2375625,,9407553.2375625,9407553.2375625,1.0
Hydra-Baseline,482.sphinx3,9407553.2375625,,9407553.2375625,9407553.2375625,1.0
REGA,482.sphinx3,13654487.652,125,9407553.2375625,9407553.2375625,1.4514387861745317
REGA,482.sphinx3,10715137.498875001,250,9407553.2375625,9407553.2375625,1.1389930227651093
REGA,482.sphinx3,9820979.889,500,9407553.2375625,9407553.2375625,1.0439462462765312
REGA,482.sphinx3,9526803.7625625,1000,9407553.2375625,9407553.2375625,1.0126760404101522
Graphene,482.sphinx3,9471772.697625,125,9407553.2375625,9407553.2375625,1.006826372218239
Graphene,482.sphinx3,9434522.1691875,250,9407553.2375625,9407553.2375625,1.0028667317573412
