config,wl0,wl1,wl2,wl3,wl4,wl5,wl6,wl7,ipc0,ipc1,ipc2,ipc3,ipc4,ipc5,ipc6,ipc7,nrh
Graphene,bfs_ny,bfs_ny,bfs_ny,bfs_ny,bfs_ny,bfs_ny,bfs_ny,bfs_ny,0.03414452791928666,0.03419435943141586,0.03421865938514035,0.033916106418827585,0.03267644810783851,0.029696714428331994,0.010984999465177725,0.0027506646665665523,125
Graphene,444.namd,444.namd,444.namd,444.namd,444.namd,444.namd,444.namd,444.namd,3.6559579757867366,3.6559045124536924,3.6558617429130753,3.655813628376016,3.6559152049952086,3.6559258975992703,3.6558243203859146,3.6567440672618576,125
Graphene,tpch17,tpch17,tpch17,tpch17,tpch17,tpch17,tpch17,tpch17,0.6373420653615193,0.6432420386769088,0.6284386592336618,0.6292733481115242,0.6298573655243187,0.6288683262921043,0.6294298485956854,0.6285836180649501,125
Graphene,437.leslie3d,437.leslie3d,437.leslie3d,437.leslie3d,437.leslie3d,437.leslie3d,437.leslie3d,437.leslie3d,0.20699749226678069,0.20705291465820508,0.20679395739123005,0.20670521283427043,0.20698524704372287,0.20683845151634303,0.2069383378550464,0.20641055025419872,125
Graphene,tpch2,tpch2,tpch2,tpch2,tpch2,tpch2,tpch2,tpch2,0.6369564366639056,0.644414816828826,0.637210855697459,0.6374477936631467,0.6376284221899996,0.6445841089184193,0.6380875261086273,0.637600174957488,125
Graphene,429.mcf,429.mcf,429.mcf,429.mcf,429.mcf,429.mcf,429.mcf,429.mcf,0.09366647806983752,0.09351481841423481,0.0934231772319735,0.09325268204784859,0.09299382858731765,0.09266354438212937,0.09172772516577145,0.08945763780795238,125
Graphene,473.astar,473.astar,473.astar,473.astar,473.astar,473.astar,473.astar,473.astar,0.6942209631460583,0.6948986958613808,0.6924635754464825,0.6964417232330563,0.6951876579831332,0.6909184763456736,0.694455845094568,0.6961225251382374,125
Graphene,ycsb_aserver,ycsb_aserver,ycsb_aserver,ycsb_aserver,ycsb_aserver,ycsb_aserver,ycsb_aserver,ycsb_aserver,1.4922699521118634,1.4921994082175898,1.4923686535008311,1.4923076316970438,1.4923796112291419,1.492314223593082,1.4779335651127279,1.4923323070663546,125
Graphene,445.gobmk,445.gobmk,445.gobmk,445.gobmk,445.gobmk,445.gobmk,445.gobmk,445.gobmk,3.3628854741103553,3.362831191792755,3.3628759745782717,3.362894521333665,3.362818526170799,3.3628592374380393,3.362838429333851,3.3628691892310707,125
Graphene,510.parest,510.parest,510.parest,510.parest,510.parest,510.parest,510.parest,510.parest,0.4421515369691478,0.4407930325079572,0.44199399828725555,0.43867669210190163,0.4399847666714144,0.440203674844929,0.44131884783652703,0.43822963152057426,125
Graphene,538.imagick,538.imagick,538.imagick,538.imagick,538.imagick,538.imagick,538.imagick,538.imagick,3.924515553875514,3.9245032324563325,3.9244909111145194,3.924478589850074,3.9244662686629956,3.9244539475532836,3.9244416265209368,3.924429305565955,125
Graphene,520.omnetpp,520.omnetpp,520.omnetpp,520.omnetpp,520.omnetpp,520.omnetpp,520.omnetpp,520.omnetpp,0.48980029098447525,0.4895418872893249,0.48965262162755674,0.48948547988314534,0.48953573312234994,0.4895566406654649,0.4894424905465162,0.4896963481090718,125
Graphene,519.lbm,519.lbm,519.lbm,519.lbm,519.lbm,519.lbm,519.lbm,519.lbm,0.1589037461914109,0.15891919487823522,0.1589220841382843,0.15895301792586938,0.15901955918315214,0.1589272961845949,0.1589343525407681,0.1589340756902429,125
Graphene,h264_encode,h264_encode,h264_encode,h264_encode,h264_encode,h264_encode,h264_encode,h264_encode,2.4268522464400504,2.4272337176550476,2.423482890016918,2.425987253086656,2.4261807809410105,2.423973054727688,2.4221597778666335,2.419730989794833,125
Graphene,bfs_cm2003,bfs_cm2003,bfs_cm2003,bfs_cm2003,bfs_cm2003,bfs_cm2003,bfs_cm2003,bfs_cm2003,0.034118076338079464,0.03416844157142095,0.03419450970462822,0.03383008926706412,0.03262003422005995,0.02951383984877458,0.010756126783178879,0.0027456272194759487,125
Graphene,435.gromacs,435.gromacs,435.gromacs,435.gromacs,435.gromacs,435.gromacs,435.gromacs,435.gromacs,3.2754564545096745,3.275405387098545,3.275413969745394,3.2754397179558166,3.2754311351740295,3.2754225524372225,3.275465037424153,3.275448300782583,125
Graphene,ycsb_cserver,ycsb_cserver,ycsb_cserver,ycsb_cserver,ycsb_cserver,ycsb_cserver,ycsb_cserver,ycsb_cserver,1.6314960708027528,1.6315114027963453,1.6315009684916049,1.6315303552422409,1.6314987325865247,1.6314974549292303,1.6315069309351138,1.6315155552608676,125
Graphene,508.namd,508.namd,508.namd,508.namd,508.namd,508.namd,508.namd,508.namd,2.782813433286055,2.782802281897871,2.7828487466049245,2.782789581814626,2.7827908208420347,2.7828481270652907,2.782842860989541,2.782835116796703,125
Graphene,jp2_decode,jp2_decode,jp2_decode,jp2_decode,jp2_decode,jp2_decode,jp2_decode,jp2_decode,0.5495376300288464,0.5559348760985718,0.5532394738223457,0.5541146604199179,0.5522510692409077,0.5501697603812632,0.5493120141678555,0.5492541216908098,125
Graphene,483.xalancbmk,483.xalancbmk,483.xalancbmk,483.xalancbmk,483.xalancbmk,483.xalancbmk,483.xalancbmk,483.xalancbmk,0.490918421572385,0.4926412016094312,0.49038668500503635,0.4893633355600018,0.4909883796405423,0.4913547410828794,0.48896598382958195,0.48855823962069744,125
Graphene,jp2_encode,jp2_encode,jp2_encode,jp2_encode,jp2_encode,jp2_encode,jp2_encode,jp2_encode,2.835007443028541,2.83533540146478,2.8350035851455337,2.8336093268817715,2.8332695658796374,2.8308367806320036,2.823139034741662,2.805687510156589,125
Graphene,541.leela,541.leela,541.leela,541.leela,541.leela,541.leela,541.leela,541.leela,3.4772966605572884,3.4772308835407224,3.4772129887535805,3.477252164067884,3.4772768304593873,3.477275379485494,3.47726619001229,3.477296176893673,125
Graphene,401.bzip2,401.bzip2,401.bzip2,401.bzip2,401.bzip2,401.bzip2,401.bzip2,401.bzip2,2.4227961470951254,2.4228123482410915,2.422799669064948,2.4228278451921548,2.42325502859344,2.423283450205063,2.4228313672541355,2.423285564235872,125
Graphene,ycsb_bserver,ycsb_bserver,ycsb_bserver,ycsb_bserver,ycsb_bserver,ycsb_bserver,ycsb_bserver,ycsb_bserver,1.5994362818813235,1.599454803437881,1.5994566453840833,1.5994393517229193,1.5994654458522726,1.599452040526532,1.5994907221540662,1.5994382261129658,125
Graphene,531.deepsjeng,531.deepsjeng,531.deepsjeng,531.deepsjeng,531.deepsjeng,531.deepsjeng,531.deepsjeng,531.deepsjeng,3.2471471214820085,3.247121816164588,3.2471062114154488,3.2471542913936515,3.2470534937776065,3.24712055090907,3.2471391080888186,3.2471348905293413,125
Graphene,450.soplex,450.soplex,450.soplex,450.soplex,450.soplex,450.soplex,450.soplex,450.soplex,0.28871426115872534,0.26559913379835776,0.26374522759604296,0.2633322594994901,0.29152814998148446,0.2716108002362536,0.28857996390926627,0.2821899333978706,125
Graphene,grep_map0,grep_map0,grep_map0,grep_map0,grep_map0,grep_map0,grep_map0,grep_map0,0.07610364856659904,0.07617617027667874,0.07607917117476332,0.07560525888285506,0.07354932091691349,0.06923770009498,0.05697349532149951,0.0505236124720011,125
Graphene,511.povray,511.povray,511.povray,511.povray,511.povray,511.povray,511.povray,511.povray,3.0646554027913373,3.0650292544782225,3.064129910283502,3.065071341987542,3.065166043109721,3.0641588283441066,3.064995810763726,3.063557294893614,125
Graphene,456.hmmer,456.hmmer,456.hmmer,456.hmmer,456.hmmer,456.hmmer,456.hmmer,456.hmmer,2.926810650921518,2.926729788033351,2.9182036845473176,2.918207772191161,2.9268188745163872,2.9268397763613434,2.926831895302774,2.9182016407296905,125
Graphene,436.cactusADM,436.cactusADM,436.cactusADM,436.cactusADM,436.cactusADM,436.cactusADM,436.cactusADM,436.cactusADM,1.0133524589423024,1.0153037959528528,1.0153058164067978,1.0152510608256808,1.0118317943776474,1.01480490761277,1.0128287317958216,1.0110291144032018,125
Graphene,tpch6,tpch6,tpch6,tpch6,tpch6,tpch6,tpch6,tpch6,2.6467988767409056,2.6467843052889948,2.646807283420759,2.6468857483413024,2.6468168110558175,2.6468697747482057,2.646842592059303,2.6468467955314026,125
Graphene,gups,gups,gups,gups,gups,gups,gups,gups,0.09930899963855894,0.09929442927549927,0.099255869219895,0.09928123365272437,0.09930619449161092,0.09929256154898652,0.09923352619766083,0.09925242438735925,125
Graphene,wc_8443,wc_8443,wc_8443,wc_8443,wc_8443,wc_8443,wc_8443,wc_8443,0.6938029657856618,0.7883608672045221,0.6899799102689407,0.6951998176685534,0.6738007794796937,0.657036336159343,0.6255721013259651,0.15406707940127956,125
Graphene,447.dealII,447.dealII,447.dealII,447.dealII,447.dealII,447.dealII,447.dealII,447.dealII,3.5793061128535175,3.579275365680247,3.5793158495685136,3.5793260987994224,3.579264604294402,3.5792958637370655,3.579336348089028,3.579285614679309,125
Graphene,458.sjeng,458.sjeng,458.sjeng,458.sjeng,458.sjeng,458.sjeng,458.sjeng,458.sjeng,3.3970552965867067,3.397028985625404,3.3970483726100067,3.3970857624195077,3.397077453501823,3.3970959178185427,3.397043295045032,3.3970714526421064,125
Graphene,ycsb_dserver,ycsb_dserver,ycsb_dserver,ycsb_dserver,ycsb_dserver,ycsb_dserver,ycsb_dserver,ycsb_dserver,1.8587891282546654,1.858825753004736,1.8587379942254214,1.858806403900341,1.8588375008717948,1.858752090352601,1.858812208589363,1.8588258912140736,125
Graphene,525.x264,525.x264,525.x264,525.x264,525.x264,525.x264,525.x264,525.x264,3.3158644750482527,3.315810380741243,3.31582797219214,3.3158270926151623,3.3158504015627472,3.315829291558482,3.315846443416473,3.315855239309915,125
Graphene,403.gcc,403.gcc,403.gcc,403.gcc,403.gcc,403.gcc,403.gcc,403.gcc,3.6838795200464935,3.6842285984265986,3.6839609476562196,3.684072237877892,3.6840391215482398,3.6838578066251677,3.6840602942149494,3.683685736813031,125
Graphene,h264_decode,h264_decode,h264_decode,h264_decode,h264_decode,h264_decode,h264_decode,h264_decode,0.03601553518873519,0.03601941855840893,0.03604559015676367,0.03593851623117731,0.0349009541772892,0.03304540772648055,0.02472817741384794,0.00642529012451112,125
Graphene,470.lbm,470.lbm,470.lbm,470.lbm,470.lbm,470.lbm,470.lbm,470.lbm,0.16341973977759686,0.16338365937806063,0.16335651159670816,0.16325347510979074,0.16335237547220435,0.16312524159663908,0.1628649354510561,0.16246144846689387,125
Graphene,434.zeusmp,434.zeusmp,434.zeusmp,434.zeusmp,434.zeusmp,434.zeusmp,434.zeusmp,434.zeusmp,0.1693134042787651,0.16929262667295397,0.16917912097939392,0.16905028926938817,0.16913912548915458,0.16916015844947854,0.16955174790557812,0.16958093884199785,125
Graphene,500.perlbench,500.perlbench,500.perlbench,500.perlbench,500.perlbench,500.perlbench,500.perlbench,500.perlbench,1.9531674203549108,1.9531860370636582,1.9531806961682892,1.9531748975149599,1.9531790176072057,1.9531851214795206,1.9531907675953777,1.9531945825570036,125
Graphene,bfs_dblp,bfs_dblp,bfs_dblp,bfs_dblp,bfs_dblp,bfs_dblp,bfs_dblp,bfs_dblp,0.03414142172784497,0.034191782542560716,0.034216329653817365,0.03385910606480231,0.032636767969484275,0.029571858397545468,0.010648581619960152,0.0027380622292556495,125
Graphene,549.fotonik3d,549.fotonik3d,549.fotonik3d,549.fotonik3d,549.fotonik3d,549.fotonik3d,549.fotonik3d,549.fotonik3d,0.23146848066848394,0.23148489802710606,0.23141046632328377,0.23140887266233418,0.2314549306005999,0.23144600595201362,0.23149927906031517,0.23139354336487158,125
Graphene,526.blender,526.blender,526.blender,526.blender,526.blender,526.blender,526.blender,526.blender,3.1068443781650976,3.1070092513064664,3.10706717342518,3.1069049969347273,3.106923144415007,3.186713089003367,3.213460956577916,3.1070586780459584,125
Graphene,507.cactuBSSN,507.cactuBSSN,507.cactuBSSN,507.cactuBSSN,507.cactuBSSN,507.cactuBSSN,507.cactuBSSN,507.cactuBSSN,1.519957251506293,1.5188977614120256,1.5211816636518873,1.5176648601395948,1.522234611182311,1.5200685222568737,1.5198473830051882,1.5191024705102714,125
Graphene,tpcc64,tpcc64,tpcc64,tpcc64,tpcc64,tpcc64,tpcc64,tpcc64,1.345288608262881,1.3359500854847741,1.3352993925509415,1.3368878864962934,1.3426770768179928,1.3342968735823095,1.343422832878952,1.3359860672685018,125
Graphene,459.GemsFDTD,459.GemsFDTD,459.GemsFDTD,459.GemsFDTD,459.GemsFDTD,459.GemsFDTD,459.GemsFDTD,459.GemsFDTD,0.4854598464995384,0.4837959793651339,0.48641386726244196,0.48392920471906853,0.4868539312013857,0.48568739472968564,0.48560494080106714,0.4855326421264745,125
Graphene,471.omnetpp,471.omnetpp,471.omnetpp,471.omnetpp,471.omnetpp,471.omnetpp,471.omnetpp,471.omnetpp,0.6774831457775443,0.6770362073818232,0.6526042118867001,0.6340212184584271,0.6348247864544642,0.6338406348689779,0.6341659653425256,0.6336712364079103,125
Graphene,557.xz,557.xz,557.xz,557.xz,557.xz,557.xz,557.xz,557.xz,1.554313237886895,1.551518256808419,1.55435343933029,1.5500675860468869,1.550432883962068,1.55040269229288,1.5512415734230869,1.5503975002134898,125
Graphene,544.nab,544.nab,544.nab,544.nab,544.nab,544.nab,544.nab,544.nab,2.7813607885536102,2.78136171687006,2.7813762605753487,2.7813969933543525,2.78137780778699,2.7814192737002235,2.7813966839076176,2.7814065862372885,125
Graphene,433.milc,433.milc,433.milc,433.milc,433.milc,433.milc,433.milc,433.milc,0.27029928726402735,0.2701688123888005,0.2700357799568729,0.2702522992227836,0.26997702851856986,0.26992790538763467,0.2700162827378947,0.27002109188752954,125
Graphene,481.wrf,481.wrf,481.wrf,481.wrf,481.wrf,481.wrf,481.wrf,481.wrf,3.638692399499316,3.6387347682562603,3.638777137999895,3.6387453605996654,3.6387559530047393,3.6387241759745232,3.638644735827115,3.638766545471482,125
Graphene,ycsb_eserver,ycsb_eserver,ycsb_eserver,ycsb_eserver,ycsb_eserver,ycsb_eserver,ycsb_eserver,ycsb_eserver,1.6264334734061212,1.626455588296468,1.6264619371799245,1.6264554824821635,1.6264643709317246,1.6264622546253984,1.6264694500893777,1.6264738943783468,125
Graphene,482.sphinx3,482.sphinx3,482.sphinx3,482.sphinx3,482.sphinx3,482.sphinx3,482.sphinx3,482.sphinx3,0.5161889021781149,0.5147025292173464,0.511922092173989,0.5160295497510075,0.5080346079677791,0.5131665502360186,0.5121107955393347,0.509221377903756,125
Graphene,502.gcc,502.gcc,502.gcc,502.gcc,502.gcc,502.gcc,502.gcc,502.gcc,2.7042700098943833,2.703978103401637,2.70412346378746,2.7042741052233055,2.703990386773377,2.704309501083022,2.704264744489709,2.7040193408768984,250
Graphene,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,0.294526064620126,0.29455094536067006,0.2943951612551851,0.29447002721515547,0.294347431978781,0.2933586350853501,0.2936374151572862,0.2938136881568462,250
Graphene,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,2.1947182087166484,2.17162528345139,2.209952174866974,2.171652447699877,2.139538657270041,2.166111463417107,2.1378685792324026,2.139028465249643,250
Graphene,523.xalancbmk,523.xalancbmk,523.xalancbmk,523.xalancbmk,523.xalancbmk,523.xalancbmk,523.xalancbmk,523.xalancbmk,2.2238593780772655,2.2236884729860096,2.2235007845844867,2.2235553671957096,2.223361966974537,2.223267058928049,2.223343775637933,2.223267058928049,250
Graphene,464.h264ref,464.h264ref,464.h264ref,464.h264ref,464.h264ref,464.h264ref,464.h264ref,464.h264ref,2.827424525012472,2.827356095208615,2.827467695050597,2.827500952867821,2.8274485082042378,2.8275546786868655,2.8275361302566724,2.827572907553635,250
Graphene,ycsb_abgsave,ycsb_abgsave,ycsb_abgsave,ycsb_abgsave,ycsb_abgsave,ycsb_abgsave,ycsb_abgsave,ycsb_abgsave,2.0329262493388924,2.032941954058927,2.032895005933207,2.0265929527256663,2.0266798622441375,2.032919967518818,2.0329574937049473,2.032989730962271,250
Graphene,505.mcf,505.mcf,505.mcf,505.mcf,505.mcf,505.mcf,505.mcf,505.mcf,0.778941509469,0.7683274289419292,0.7529543292539773,0.7681817166421622,0.7528600248913593,0.7554970874680682,0.753829453624412,0.7527741307543974,250
Graphene,bfs_ny,bfs_ny,bfs_ny,bfs_ny,bfs_ny,bfs_ny,bfs_ny,bfs_ny,0.03513651042373562,0.035191707657991206,0.03522343353152324,0.034739144093549494,0.033578687023882677,0.03014698832213719,0.009872523040489335,0.0028126015171953812,250
Graphene,444.namd,444.namd,444.namd,444.namd,444.namd,444.namd,444.namd,444.namd,3.6559579757867366,3.6559045124536924,3.6558617429130753,3.655813628376016,3.6559152049952086,3.6559258975992703,3.6558243203859146,3.6567440672618576,250
Graphene,tpch17,tpch17,tpch17,tpch17,tpch17,tpch17,tpch17,tpch17,0.6463682892751471,0.6368286787695023,0.6350067700611783,0.635108255980535,0.6451647201014797,0.6350383367563593,0.6355902686146847,0.6351101759918243,250
Graphene,437.leslie3d,437.leslie3d,437.leslie3d,437.leslie3d,437.leslie3d,437.leslie3d,437.leslie3d,437.leslie3d,0.21123901577185694,0.211152333114191,0.21139930323127895,0.21120918755234766,0.21134171573190028,0.21127351057963936,0.21119345590888877,0.21126866316736465,250
Graphene,tpch2,tpch2,tpch2,tpch2,tpch2,tpch2,tpch2,tpch2,0.646587420222751,0.6562907622192414,0.6461032004101773,0.6474391399439183,0.646059821986744,0.6483271176483693,0.6465567182312029,0.6459994391691269,250
Graphene,429.mcf,429.mcf,429.mcf,429.mcf,429.mcf,429.mcf,429.mcf,429.mcf,0.09471715593205061,0.09466144189527534,0.09457442882142554,0.09436707776350373,0.09416542868005351,0.09378518620893038,0.09273826723666821,0.09039859067295401,250
Graphene,473.astar,473.astar,473.astar,473.astar,473.astar,473.astar,473.astar,473.astar,0.6947366197895448,0.7003519913080155,0.6944581214113356,0.7004388193167914,0.6990793795687285,0.6970073987335376,0.6973762335016475,0.6986998174576857,250
Graphene,ycsb_aserver,ycsb_aserver,ycsb_aserver,ycsb_aserver,ycsb_aserver,ycsb_aserver,ycsb_aserver,ycsb_aserver,1.491771834094684,1.4916743686786569,1.4918943292440112,1.4918145626760528,1.4918973562683708,1.4917756617636178,1.477016297102419,1.4917702318204973,250
Graphene,445.gobmk,445.gobmk,445.gobmk,445.gobmk,445.gobmk,445.gobmk,445.gobmk,445.gobmk,3.3628854741103553,3.362831191792755,3.3628759745782717,3.362894521333665,3.362818526170799,3.3628592374380393,3.362838429333851,3.3628691892310707,250
Graphene,510.parest,510.parest,510.parest,510.parest,510.parest,510.parest,510.parest,510.parest,0.4461920816575772,0.44564780443320096,0.44086924178038095,0.4430778584210988,0.44372899553333517,0.4431023602609355,0.44411932541187893,0.4439535462636355,250
Graphene,538.imagick,538.imagick,538.imagick,538.imagick,538.imagick,538.imagick,538.imagick,538.imagick,3.924515553875514,3.9245032324563325,3.9244909111145194,3.924478589850074,3.9244662686629956,3.9244539475532836,3.9244416265209368,3.924429305565955,250
Graphene,520.omnetpp,520.omnetpp,520.omnetpp,520.omnetpp,520.omnetpp,520.omnetpp,520.omnetpp,520.omnetpp,0.4885428876167666,0.48848126017848403,0.48849782054743374,0.4886123421210459,0.4884837417760831,0.4884469117309025,0.48850577183247584,0.48855713210553586,250
Graphene,519.lbm,519.lbm,519.lbm,519.lbm,519.lbm,519.lbm,519.lbm,519.lbm,0.1620174191278387,0.1619892885943627,0.1620327493204233,0.16198925815535406,0.16201602265880918,0.16201119820105875,0.16209221052396255,0.16199835048095593,250
Graphene,h264_encode,h264_encode,h264_encode,h264_encode,h264_encode,h264_encode,h264_encode,h264_encode,2.4267368155388813,2.4269462482857267,2.425536278794633,2.425692311991381,2.4263060490042,2.4226886145457835,2.4218688166661773,2.419774552508672,250
Graphene,bfs_cm2003,bfs_cm2003,bfs_cm2003,bfs_cm2003,bfs_cm2003,bfs_cm2003,bfs_cm2003,bfs_cm2003,0.03515477141228613,0.03520637639863668,0.03524313986326471,0.03476704229966551,0.03360096325843669,0.03013545456492643,0.009602606331113738,0.00280749603827468,250
Graphene,435.gromacs,435.gromacs,435.gromacs,435.gromacs,435.gromacs,435.gromacs,435.gromacs,435.gromacs,3.2754564545096745,3.275405387098545,3.275413969745394,3.2754397179558166,3.2754311351740295,3.2754225524372225,3.275465037424153,3.275448300782583,250
Graphene,ycsb_cserver,ycsb_cserver,ycsb_cserver,ycsb_cserver,ycsb_cserver,ycsb_cserver,ycsb_cserver,ycsb_cserver,1.6314960708027528,1.6315114027963453,1.6315009684916049,1.6315303552422409,1.6314987325865247,1.6314974549292303,1.6315069309351138,1.6315155552608676,250
Graphene,508.namd,508.namd,508.namd,508.namd,508.namd,508.namd,508.namd,508.namd,2.782813433286055,2.782802281897871,2.7828487466049245,2.782789581814626,2.7827908208420347,2.7828481270652907,2.782842860989541,2.782835116796703,250
Graphene,jp2_decode,jp2_decode,jp2_decode,jp2_decode,jp2_decode,jp2_decode,jp2_decode,jp2_decode,0.5631038373611963,0.5695247705344832,0.5633365350377524,0.5631745056578088,0.5665026399816127,0.5610836509291232,0.5619759939141147,0.5615650755761018,250
Graphene,483.xalancbmk,483.xalancbmk,483.xalancbmk,483.xalancbmk,483.xalancbmk,483.xalancbmk,483.xalancbmk,483.xalancbmk,0.5008368282228044,0.5047029533420087,0.5011945772270375,0.5011134640949497,0.5013367945090867,0.5013035798028477,0.500616579403857,0.5006177322445258,250
Graphene,jp2_encode,jp2_encode,jp2_encode,jp2_encode,jp2_encode,jp2_encode,jp2_encode,jp2_encode,2.8354254425446968,2.8357049278880235,2.834978187677824,2.8340654669122856,2.833124758688599,2.8313853402192626,2.8235806481269607,2.8065577804573545,250
Graphene,541.leela,541.leela,541.leela,541.leela,541.leela,541.leela,541.leela,541.leela,3.4772966605572884,3.4772308835407224,3.4772129887535805,3.477252164067884,3.4772768304593873,3.477275379485494,3.47726619001229,3.477296176893673,250
Graphene,401.bzip2,401.bzip2,401.bzip2,401.bzip2,401.bzip2,401.bzip2,401.bzip2,401.bzip2,2.439067698567916,2.439034384336014,2.43908840144195,2.439124334850794,2.4390872116120845,2.438985842370101,2.4390679365299888,2.4391002998044526,250
Graphene,ycsb_bserver,ycsb_bserver,ycsb_bserver,ycsb_bserver,ycsb_bserver,ycsb_bserver,ycsb_bserver,ycsb_bserver,1.5994362818813235,1.599454803437881,1.5994566453840833,1.5994393517229193,1.5994654458522726,1.599452040526532,1.5994907221540662,1.5994382261129658,250
Graphene,531.deepsjeng,531.deepsjeng,531.deepsjeng,531.deepsjeng,531.deepsjeng,531.deepsjeng,531.deepsjeng,531.deepsjeng,3.2471471214820085,3.247121816164588,3.2471062114154488,3.2471542913936515,3.2470534937776065,3.24712055090907,3.2471391080888186,3.2471348905293413,250
Graphene,450.soplex,450.soplex,450.soplex,450.soplex,450.soplex,450.soplex,450.soplex,450.soplex,0.2776493988657289,0.2829077599052372,0.28774571124225257,0.2883574292298491,0.2733359830159079,0.27050385693055334,0.30195565566204174,0.2723814265632926,250
Graphene,grep_map0,grep_map0,grep_map0,grep_map0,grep_map0,grep_map0,grep_map0,grep_map0,0.07807959037423066,0.07816086631178153,0.07806263064152036,0.07731934618525815,0.07544713548683722,0.07102494740766002,0.057933186036585704,0.05150726152669468,250
Graphene,511.povray,511.povray,511.povray,511.povray,511.povray,511.povray,511.povray,511.povray,3.0646554027913373,3.0650292544782225,3.064129910283502,3.065071341987542,3.065166043109721,3.0641588283441066,3.064995810763726,3.063557294893614,250
Graphene,456.hmmer,456.hmmer,456.hmmer,456.hmmer,456.hmmer,456.hmmer,456.hmmer,456.hmmer,2.926810650921518,2.926729788033351,2.9182036845473176,2.918207772191161,2.9268188745163872,2.9268397763613434,2.926831895302774,2.9182016407296905,250
Graphene,436.cactusADM,436.cactusADM,436.cactusADM,436.cactusADM,436.cactusADM,436.cactusADM,436.cactusADM,436.cactusADM,1.0307705203424418,1.0331141175374758,1.026020116396647,1.0330036398916256,1.0309709870330654,1.0302495272597019,1.0307728578210469,1.0307508434428,250
Graphene,tpch6,tpch6,tpch6,tpch6,tpch6,tpch6,tpch6,tpch6,2.6594612995191693,2.659478840016178,2.6685373469273608,2.6594443250649435,2.6594963807445655,2.6594675235400107,2.6594901565886526,2.6594709184727487,250
Graphene,gups,gups,gups,gups,gups,gups,gups,gups,0.09930899963855894,0.09929442927549927,0.099255869219895,0.09928123365272437,0.09930619449161092,0.09929256154898652,0.09923352619766083,0.09925242438735925,250
Graphene,wc_8443,wc_8443,wc_8443,wc_8443,wc_8443,wc_8443,wc_8443,wc_8443,0.7078955612796305,0.8044153780924422,0.6999199571536999,0.7042164650992574,0.6842835559380731,0.6875531375442351,0.620436318614797,0.06456770821697694,250
Graphene,447.dealII,447.dealII,447.dealII,447.dealII,447.dealII,447.dealII,447.dealII,447.dealII,3.5793061128535175,3.579275365680247,3.5793158495685136,3.5793260987994224,3.579264604294402,3.5792958637370655,3.579336348089028,3.579285614679309,250
Graphene,458.sjeng,458.sjeng,458.sjeng,458.sjeng,458.sjeng,458.sjeng,458.sjeng,458.sjeng,3.3970552965867067,3.397028985625404,3.3970483726100067,3.3970857624195077,3.397077453501823,3.3970959178185427,3.397043295045032,3.3970714526421064,250
Graphene,ycsb_dserver,ycsb_dserver,ycsb_dserver,ycsb_dserver,ycsb_dserver,ycsb_dserver,ycsb_dserver,ycsb_dserver,1.8587891282546654,1.858825753004736,1.8587379942254214,1.858806403900341,1.8588375008717948,1.858752090352601,1.858812208589363,1.8588258912140736,250
Graphene,525.x264,525.x264,525.x264,525.x264,525.x264,525.x264,525.x264,525.x264,3.3158644750482527,3.315810380741243,3.31582797219214,3.3158270926151623,3.3158504015627472,3.315829291558482,3.315846443416473,3.315855239309915,250
Graphene,403.gcc,403.gcc,403.gcc,403.gcc,403.gcc,403.gcc,403.gcc,403.gcc,3.6838795200464935,3.6842285984265986,3.6839609476562196,3.684072237877892,3.6840391215482398,3.6838578066251677,3.6840602942149494,3.683685736813031,250
Graphene,h264_decode,h264_decode,h264_decode,h264_decode,h264_decode,h264_decode,h264_decode,h264_decode,0.03692754544240596,0.036937996036470286,0.03698828636601171,0.0367752972761311,0.035754635331037295,0.033831483707026745,0.02383607822220956,0.006115427793042664,250
Graphene,470.lbm,470.lbm,470.lbm,470.lbm,470.lbm,470.lbm,470.lbm,470.lbm,0.1657778113547841,0.16586570889879415,0.16515711630997673,0.16569801155625655,0.16562605472741976,0.1655782008324358,0.16501806251408305,0.1646864178908368,250
Graphene,434.zeusmp,434.zeusmp,434.zeusmp,434.zeusmp,434.zeusmp,434.zeusmp,434.zeusmp,434.zeusmp,0.17265953405987636,0.17274509556117035,0.17272952480622253,0.1731320990782925,0.17258211065063367,0.17265671037832717,0.17291717168567633,0.17308099287676174,250
Graphene,500.perlbench,500.perlbench,500.perlbench,500.perlbench,500.perlbench,500.perlbench,500.perlbench,500.perlbench,1.9531674203549108,1.9531860370636582,1.9531806961682892,1.9531748975149599,1.9531790176072057,1.9531851214795206,1.9531907675953777,1.9531945825570036,250
Graphene,bfs_dblp,bfs_dblp,bfs_dblp,bfs_dblp,bfs_dblp,bfs_dblp,bfs_dblp,bfs_dblp,0.03516015652412836,0.03521371391721866,0.03524852311014571,0.034760802174419986,0.033600407922929953,0.030150334245881844,0.00968894993537106,0.002800011481122277,250
Graphene,549.fotonik3d,549.fotonik3d,549.fotonik3d,549.fotonik3d,549.fotonik3d,549.fotonik3d,549.fotonik3d,549.fotonik3d,0.23684396211982092,0.23686641124761482,0.23681890598456154,0.23677421835621487,0.23677836926172002,0.23674875099408432,0.2367595556795923,0.23684362779372098,250
