config,wl0,wl1,wl2,wl3,wl4,wl5,wl6,wl7,ipc0,ipc1,ipc2,ipc3,ipc4,ipc5,ipc6,ipc7,nrh,workload,ramulator.baseline_ipc,normalized_ipc0,normalized_ipc1,normalized_ipc2,normalized_ipc3,normalized_ipc4,normalized_ipc5,normalized_ipc6,normalized_ipc7,weighted_speedup,baseline_weighted_speedup,normalized_weighted_speedup
,502.gcc,502.gcc,502.gcc,502.gcc,502.gcc,502.gcc,502.gcc,502.gcc,2.217330815081162,2.217249227837413,2.217476870995556,2.2173068717122675,2.2278639907302145,2.218065764141622,2.217313607268904,2.2179678887266805,125,502.gcc,2.93202888541033,0.7562445329630006,0.7562167067556413,0.7562943469041663,0.7562363668194084,0.7598369858550799,0.7564951952481224,0.756238664053474,0.7564618137847171,6.05402461238361,7.378245747569529,0.8205235796568403
,502.gcc,502.gcc,502.gcc,502.gcc,502.gcc,502.gcc,502.gcc,502.gcc,2.2602651211877878,2.259515806776105,2.25967421327804,2.2601538059526645,2.259683200098269,2.259601223542428,2.2594927560775213,2.268550870574545,250,502.gcc,2.93202888541033,0.770887740033799,0.7706321782910716,0.7706862045330104,0.7708497747751083,0.7706892695847477,0.7706613105983104,0.770624316602294,0.7737136840168161,6.168744478435158,7.378245747569529,0.8360719728625476
,502.gcc,502.gcc,502.gcc,502.gcc,502.gcc,502.gcc,502.gcc,502.gcc,2.296419537478141,2.296185416053872,2.2963107494462505,2.308523926800123,2.2985676659475063,2.296235294679549,2.296393618308356,2.296239776480346,500,502.gcc,2.93202888541033,0.7832185927311432,0.7831387431002499,0.7831814894023078,0.7873469249526344,0.7839512350594826,0.783155754742231,0.7832097527193979,0.783157283308617,6.270359776016064,7.378245747569529,0.8498442570961513
,502.gcc,502.gcc,502.gcc,502.gcc,502.gcc,502.gcc,502.gcc,502.gcc,2.2885966096729824,2.288366777413321,2.2889548964985527,2.2889998245023837,2.2886782941212744,2.288474395066681,2.2883671701600767,2.290928018972916,1000,502.gcc,2.93202888541033,0.7805504990284907,0.7804721122633381,0.7806726966055177,0.7806880197846496,0.7805783583885054,0.7805088164219824,0.7804722462138451,0.7813456512561973,6.245288399962527,7.378245747569529,0.8464462439489482
REGA,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,0.2734026010123639,0.2733662479417435,0.2730180568136379,0.2734148215221867,0.2733877716186793,0.2725334766496042,0.273386716281617,0.2709891972866393,125,462.libquantum,1.2432908915265997,0.2199023598384615,0.21987312044575932,0.21959306440217477,0.21991218900226064,0.21989043230502126,0.2192033083383797,0.21988958347948132,0.21796121819399783,1.7562252760055366,1.8926378250387563,0.9279246418788939
REGA,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,0.2900933795503917,0.2901619847850429,0.2901660800379027,0.2901620555080012,0.2880783986233448,0.2898504348568104,0.2901407997594198,0.2891929563885916,250,462.libquantum,1.2432908915265997,0.2333270367598324,0.23338221711635135,0.23338551099784574,0.233382274000029,0.2317063533455328,0.23313163221272515,0.23336517764009726,0.2326028111036028,1.8642830131760166,1.8926378250387563,0.9850183635307198
REGA,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,0.2939031288938858,0.2939433040979283,0.2939410058049821,0.2931129936521105,0.2939279355952632,0.293879514759311,0.2932290904698657,0.2925859492877393,500,462.libquantum,1.2432908915265997,0.23639128292254355,0.23642359652213338,0.2364217479660458,0.23575576371528456,0.2364112353741753,0.23637228967266474,0.23584914235945098,0.2353318529732666,1.8889569115055647,1.8926378250387563,0.9980551410922391
REGA,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,0.294526064620126,0.29455094536067,0.2943951612551851,0.2944700272151554,0.294347431978781,0.2933586350853501,0.2936374151572862,0.2938136881568462,1000,462.libquantum,1.2432908915265997,0.23689232071706587,0.236912332719658,0.23678703291528672,0.23684724887961214,0.23674864344687718,0.2359533372959435,0.23617756484706295,0.23631934421725007,1.8926378250387563,1.8926378250387563,1.0
Graphene,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,0.294292221204442,0.2943412563798762,0.2943114113045649,0.2941945356659979,0.2942454638265984,0.2932467490636074,0.2940484730203939,0.2939030217839039,125,462.libquantum,1.2432908915265997,0.23670423648249314,0.23674367630769286,0.23671967140625372,0.23662566634326843,0.23666662872861813,0.23586334546659352,0.23650818567434415,0.2363911967721642,1.8922226071814279,1.8926378250387563,0.999780614203185
Graphene,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,0.294526064620126,0.29455094536067,0.2943951612551851,0.2944700272151554,0.294347431978781,0.2933586350853501,0.2936374151572862,0.2938136881568462,250,462.libquantum,1.2432908915265997,0.23689232071706587,0.236912332719658,0.23678703291528672,0.23684724887961214,0.23674864344687718,0.2359533372959435,0.23617756484706295,0.23631934421725007,1.8926378250387563,1.8926378250387563,1.0
Graphene,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,0.294526064620126,0.29455094536067,0.2943951612551851,0.2944700272151554,0.294347431978781,0.2933586350853501,0.2936374151572862,0.2938136881568462,500,462.libquantum,1.2432908915265997,0.23689232071706587,0.236912332719658,0.23678703291528672,0.23684724887961214,0.23674864344687718,0.2359533372959435,0.23617756484706295,0.23631934421725007,1.8926378250387563,1.8926378250387563,1.0
Graphene,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,0.294526064620126,0.29455094536067,0.2943951612551851,0.2944700272151554,0.294347431978781,0.2933586350853501,0.2936374151572862,0.2938136881568462,1000,462.libquantum,1.2432908915265997,0.23689232071706587,0.236912332719658,0.23678703291528672,0.23684724887961214,0.23674864344687718,0.2359533372959435,0.23617756484706295,0.23631934421725007,1.8926378250387563,1.8926378250387563,1.0
Hydra,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,0.2837964928043456,0.2838102626676468,0.2837946951529035,0.2823297361965152,0.2829010817922363,0.2820447799789543,0.2823203402849974,0.2823652052606987,125,462.libquantum,1.2432908915265997,0.22826234370291282,0.22827341903805368,0.22826089782129788,0.2270826064283725,0.2275421494038861,0.22685341129833256,0.22707504913700827,0.22711113479966938,1.8204610116295332,1.8926378250387563,0.9618644346771706
Hydra,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,0.2895220599943907,0.2895847463621032,0.2895187641106379,0.289467424401298,0.2895773904089443,0.2893344616451467,0.2894887961351347,0.2891171014812475,250,462.libquantum,1.2432908915265997,0.2328675147285083,0.23291793443972772,0.23286486379317595,0.2328235703921788,0.23291201792155086,0.23271662618703945,0.2328407600410231,0.23254179971209252,1.8624850872152967,1.8926378250387563,0.9840684057855379
Hydra,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,0.2919837508006048,0.2916603740940955,0.2919852478774891,0.2919178366655715,0.2919826288555547,0.2910067946943688,0.2910858238258008,0.2912772891284084,500,462.libquantum,1.2432908915265997,0.23484749449269002,0.2345873971102406,0.23484869861707838,0.23479447863334243,0.23484659209321318,0.23406171208819063,0.23412527656209658,0.23427927535989404,1.8763909249567459,1.8926378250387563,0.9914157374078277
Hydra,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,0.2940839727140421,0.2941366794321985,0.294108650794211,0.2940603883119182,0.293919800996073,0.2930541260538094,0.2932605740554622,0.2935093678856631,1000,462.libquantum,1.2432908915265997,0.23653673868144018,0.2365791315908676,0.2365565876808474,0.23651776934587712,0.23640469257775845,0.2357084155052218,0.23587446514256716,0.2360745742496929,1.8902523747742725,1.8926378250387563,0.9987396160887596
PARA,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,0.2142978386451453,0.2138992393067128,0.2142546039050712,0.2116242777877109,0.2124118406958435,0.2128087763837554,0.2125733460947632,0.2106473222546098,125,462.libquantum,1.2432908915265997,0.17236339468554732,0.17204279446145732,0.17232862024911513,0.17021300423737826,0.17084645447295876,0.171165716594653,0.17097635601090164,0.16942722229386098,1.3693635630058725,1.8926378250387563,0.7235211855590128
PARA,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,0.2648474626400077,0.2642597047130348,0.2651906649279352,0.2652319330717559,0.2643106117412017,0.2638074302840061,0.2648878016857502,0.2636930111278978,250,462.libquantum,1.2432908915265997,0.21302131660822304,0.21254857291567397,0.21329736004284203,0.21333055271247547,0.2125895183038481,0.21218480090374092,0.21305376198847753,0.21209277163135734,1.7021186551066385,1.8926378250387563,0.8993366995990284
PARA,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,0.2831647608205807,0.2831291451239363,0.2819004179106039,0.2831020304813691,0.2829199772500651,0.2813052138841181,0.2808638283856399,0.2823833625686711,500,462.libquantum,1.2432908915265997,0.22775423092892697,0.22772558461864903,0.22673729843260318,0.22770377585068335,0.2275573473418406,0.22625856571563221,0.2259035518556527,0.2271257390311458,1.8167660937751338,1.8926378250387563,0.9599121764027574
PARA,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,0.2901424126894457,0.2890476826931659,0.290098449086115,0.2901428504397283,0.2900967827849049,0.2888934141153276,0.2888825848289266,0.2898095664816364,1000,462.libquantum,1.2432908915265997,0.23336647494713686,0.23248596500071908,0.23333111427359673,0.23336682703713094,0.23332977403920635,0.23236188416099793,0.23235317398184774,0.23309876108381034,1.863693974524446,1.8926378250387563,0.9847071372391506
ABACuS,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,0.2927188538562834,0.2926258610750062,0.292708870258971,0.2925896509612617,0.2927059777819771,0.291624916185541,0.2920636390781289,0.2918067197881735,125,462.libquantum,1.2432908915265997,0.23543875037712425,0.23536395470226576,0.23543072040008478,0.2353348302922091,0.23542839393166645,0.23455887771160575,0.23491174999240336,0.23470510543986434,1.8811723828472238,1.8926378250387563,0.9939420833506285
ABACuS,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,0.2938671236073181,0.293968774354578,0.2937387724229017,0.293855282691074,0.2939294837772911,0.2926704091017219,0.2930153371494244,0.2932201484794113,250,462.libquantum,1.2432908915265997,0.23636232325846726,0.23644408268255113,0.236259088218871,0.23635279940823659,0.23641248060329945,0.23539978543746962,0.23567721693001356,0.23584195016451465,1.8887497267034232,1.8926378250387563,0.9979456722866387
ABACuS,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,0.294526064620126,0.29455094536067,0.2943951612551851,0.2944700272151554,0.294347431978781,0.2933586350853501,0.2936374151572862,0.2938136881568462,500,462.libquantum,1.2432908915265997,0.23689232071706587,0.236912332719658,0.23678703291528672,0.23684724887961214,0.23674864344687718,0.2359533372959435,0.23617756484706295,0.23631934421725007,1.8926378250387563,1.8926378250387563,1.0
ABACuS,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,0.294526064620126,0.29455094536067,0.2943951612551851,0.2944700272151554,0.294347431978781,0.2933586350853501,0.2936374151572862,0.2938136881568462,1000,462.libquantum,1.2432908915265997,0.23689232071706587,0.236912332719658,0.23678703291528672,0.23684724887961214,0.23674864344687718,0.2359533372959435,0.23617756484706295,0.23631934421725007,1.8926378250387563,1.8926378250387563,1.0
,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,0.2549840219171108,0.2551607694522017,0.2545573766707661,0.2548539755785362,0.2545469890935486,0.2551292309537795,0.2546279839194585,0.2540436731635622,125,462.libquantum,1.2432908915265997,0.20508798355630478,0.2052301446034865,0.20474482553170056,0.20498338507540148,0.20473647062675573,0.20520477765305103,0.2048016161421471,0.20433164506789683,1.639120848256744,1.8926378250387563,0.8660509826929931
,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,0.2615342761853217,0.2611629336285038,0.261740079035453,0.2606338156985442,0.2614807263929349,0.2601536821195452,0.2599010524205803,0.2602481712247149,250,462.libquantum,1.2432908915265997,0.21035646441854938,0.21005778728727728,0.21052199514955844,0.20963220874120597,0.2103133934101862,0.20924602914134624,0.20904283477976388,0.20932202833494898,1.6784927412628365,1.8926378250387563,0.8868536383755647
,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,0.265176358560271,0.2647641417944838,0.2650988919670891,0.2646981310185101,0.2648058905032303,0.2646016928292847,0.2646662303696792,0.2644669899820578,500,462.libquantum,1.2432908915265997,0.2132858531881215,0.21295430023571382,0.21322354549029318,0.21290120664641496,0.21298787943188666,0.21282363977137175,0.21287554841224923,0.21271529598139877,1.7037672691574497,1.8926378250387563,0.9002077664397101
,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,0.2678485207654293,0.2679714715695567,0.2676520652160487,0.2674767224169558,0.2678328376249695,0.2674198918743558,0.2676645081759081,0.2671391806685052,1000,462.libquantum,1.2432908915265997,0.2154351186764878,0.2155340100984111,0.2152771061383766,0.21513607494423861,0.21542250446000258,0.2150903651727062,0.21528711422252186,0.2148645843777501,1.722046878090495,1.8926378250387563,0.9098660373942552
REGA,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,1.356734139045278,1.324459525152652,1.32809222102387,1.3027097195901696,1.3179259704112969,1.3232990565354117,1.3150208785864894,1.3122229208497054,125,wc_map0,2.7874365551565683,0.4867318456218894,0.47515324526489827,0.47645648420839914,0.46735044683985544,0.472809315775537,0.4747369241776636,0.47176710664635224,0.47076333214550914,3.795768700680105,6.217359547733506,0.6105113708702636
REGA,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,1.7906727865654846,1.8032278788839635,1.8153911329180732,1.7707639784108455,1.8140763325587956,1.7683661089381428,1.7869852151276446,1.7671240148548686,250,wc_map0,2.7874365551565683,0.6424084463027011,0.6469126178129918,0.651276216335659,0.6352661104106755,0.6508045283408792,0.6344058685987976,0.6410855206091932,0.6339602641666621,5.1361195725775595,6.217359547733506,0.8260933814660751
REGA,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,2.0514517221198685,2.117419194625211,2.100295318324119,2.0902115227174223,2.0542551800714897,2.0495551276631,2.0815912149523528,2.073213975916883,500,wc_map0,2.7874365551565683,0.7359635570269114,0.7596295566649326,0.7534863222047926,0.7498687347163734,0.7369693047439079,0.7352831489102638,0.7467761772376668,0.74377082128796,5.961747622792808,6.217359547733506,0.9588873825008433
REGA,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,2.1947182087166484,2.17162528345139,2.209952174866974,2.171652447699877,2.139538657270041,2.166111463417107,2.1378685792324026,2.139028465249643,1000,wc_map0,2.7874365551565683,0.7873607758557118,0.7790761297989117,0.7928260002110946,0.779085875042597,0.7675649705145897,0.7770980327462333,0.7669658257431872,0.7673819378211804,6.217359547733506,6.217359547733506,1.0
Graphene,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,2.1918156027286875,2.169659567395918,2.203704056296353,2.168777566789457,2.1420499572318303,2.159143189798964,2.141265265080075,2.140459155886815,125,wc_map0,2.7874365551565683,0.7863194585268596,0.7783709241317781,0.7905844716787007,0.7780545041562886,0.7684659058048096,0.7745981467469442,0.7681843954865555,0.7678952017498338,6.21247300828177,6.217359547733506,0.9992140490807682
Graphene,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,2.1947182087166484,2.17162528345139,2.209952174866974,2.171652447699877,2.139538657270041,2.166111463417107,2.1378685792324026,2.139028465249643,250,wc_map0,2.7874365551565683,0.7873607758557118,0.7790761297989117,0.7928260002110946,0.779085875042597,0.7675649705145897,0.7770980327462333,0.7669658257431872,0.7673819378211804,6.217359547733506,6.217359547733506,1.0
Graphene,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,2.1947182087166484,2.17162528345139,2.209952174866974,2.171652447699877,2.139538657270041,2.166111463417107,2.1378685792324026,2.139028465249643,500,wc_map0,2.7874365551565683,0.7873607758557118,0.7790761297989117,0.7928260002110946,0.779085875042597,0.7675649705145897,0.7770980327462333,0.7669658257431872,0.7673819378211804,6.217359547733506,6.217359547733506,1.0
Graphene,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,2.1947182087166484,2.17162528345139,2.209952174866974,2.171652447699877,2.139538657270041,2.166111463417107,2.1378685792324026,2.139028465249643,1000,wc_map0,2.7874365551565683,0.7873607758557118,0.7790761297989117,0.7928260002110946,0.779085875042597,0.7675649705145897,0.7770980327462333,0.7669658257431872,0.7673819378211804,6.217359547733506,6.217359547733506,1.0
